sentiment,text
negative," This news article reports that the S&P 500 Index ended slightly lower on Monday due to concerns about a slowdown in global economic growth and as Apple's shares fell after the tech giant unveiled its video streaming service. The yield curve between three-month bills and ten-year notes inverted further, with benchmark "
negative,Rapid currency trades may kill arbitrage'
negative,Bajaj Electricals reports Rs 10.65 crore loss in Q4
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 ."
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ."
negative,Forex losses trim 8pc of Nifty companies' profits: Crisil
negative,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur ."
negative,DB International Asia sells 1% stake in Yes Bank for Rs 100 cr
negative,Tyre makers continue to face cost pressure
negative,"Stocks of PSBs may correct 3-7% on weak results, buy on dips: Mehraboon Irani"
negative," Japanese stocks suffered significant losses on the first trading day of 2019, with the Nikkei 225 and Topix indices both falling over 3 percent. Apple's revenue forecast cut, citing weak iPhone sales in China, triggered global growth concerns and sent technology shares tumbling. The S&P 50"
negative,Cottonseed futures fall on selling pressure
negative,"Greek, French, Italian shares fall in thin trading"
negative,JBCPL stock suffers drastic dip post J&J deal; co to grow other biz with sale proceeds
negative,Brent slumps below $89 to lowest since 2010 as rout extends
negative,"D-Street hit by downgrades in oil & gas sector; brokerages cut GAIL, ONGC target price"
negative,"Sluggish demand, currency swings may hit TCS profit"
negative,"Yen plunge hurting, but more still to come"
negative,Sterling dips after anti-EU party wins second by-election
negative,Avoid Ipca on management and US FDA issues: Kunj Bansal
negative,ADAG stocks are going to volatile: Sangeeta Purushottam
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
negative,Russian shares fall after heavy fighting in Ukraine
negative,EIL files draft prospectus with Sebi to sell 10% stake via FPO
negative,Voltas Ltd Q2 net down 1.51 per cent at Rs 42.28 crore
negative,China yuan slips in 2014; first major decline since 2005 revaluation
negative,Chilli futures down 1.53 pc on higher output hopes
negative,Hong Kong main share index ends lower in weak volumes
negative,Castorseed futures slip 1.54% on weakening trend
negative,Miners dent FTSE as Fenner slides
negative,Trent Ltd slips nearly 4% despite strong Q1 show
negative,Sebi bars Haldhar Realty from raising money from investors
negative,"IOTA's partnership with payments and banking services app Zeux has enabled users to use MIOTA tokens as payment with merchants accepting Apple Pay and Samsung Pay. This development, according to IOTA Foundation's David Snsater and Zeux's Frank Zhou, will provide significant convenience benefits and drive widespread crypto adoption."
negative,"Operating profit decreased to nearly EUR 1.7 mn , however ."
negative,Price of molasses spikes on cane shortage fears
negative,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 ."
negative,Best to avoid banking space altogether for next 6-8 months: Dipan Mehta
negative,"Britain's FTSE falls, election jitters dampen sentiment"
negative,Cantabil Retail Q4 net profit slips 48.19 pc at Rs 2.58 cr
negative,DLF IPO disclosure case: Sebi imposes Rs 85-crore penalties
negative,Book profits in PSU banks: Prakash Diwan
negative,Supreme Court verdict on coal mining likely to have implications on banking sector: Harendra Kumar
negative,"Great fall of China sinks world stocks, dollar tumbles"
negative,Coal India falls; offtake adjusted for power demand worries investors
negative,"Dollar dips versus yen, euro remains under pressure"
negative,Negative bias on GAIL: Mitesh Thacker
negative,World shares at 6-month low as growth worries mount
negative,Adequate stocks drag down mentha oil futures 0.53%
negative,"Australian shares down from 1-month highs, big-name stocks sell off"
negative,"Oil prices dip as demand stalls, but U.S. supported by rig cut"
negative,"AAP effect? RIL slips below Rs 800, expert gets bearish"
negative,"Zinc futures fall 0.17 per cent on low spot demand, weak global cues"
negative,"Nifty slips below 6,250; HCL Tech, JP Associates, BHEL down"
negative,"Adani Ports, Lanco, Punj drop as bidding for projects restricted"
negative,OMC stocks likely to witness profit booking in short term: Deven Choksey
negative,"ACC unlikely to run up in a hurry: Ashwani Gujral, Market Strategist"
negative,Margin pressure could impact construction cos' earnings: Avinash Gorakshekar
negative,Sell Hexaware with target price of Rs 109: Prakash Gaba
negative,Stakeholders stall Eros International's $50 million plan to launch channels
negative,Selling pressure may continue in Sesa Goa: Seshadri Bharathan
negative,"Underweight on metals & manufacturing stocks : Vijai Mantri, Pramerica MF"
negative,"Credit Suisse cuts Bharti Airtel to Underperform, stock falls over 4%"
negative,UltraTech Jun qtr net dips 14% to Rs 673 crore on lower sales
negative,Tea production falls by 1.3 pc to 966.4 million kgs in 2010
negative,Commodities market comes back to bite
negative,Full-year operating result for 2008 was 3.6 million negative .
negative,Jaggery industry suffers due to lack of political support
negative,CESC has been experiencing volatility for few days: Mitesh Thacker
negative,South Korean shares slip as China PMI shrugged off; won pares losses to close flat
negative,Crunch time in bond market this week
negative,"Australia shares close 0.3% lower at two-week lows, retailers lift"
negative,"India VIX loses steam, volumes sink to less than Rs 1 crore"
negative,Two promoter entities of IRB Infrastructure sell shares worth Rs 147 crore
negative,Gold futures fall on weak global cues
negative,Repco Home makes weak stock market debut; tanks over 6%
negative,Dredging Corporation falls as government plans to sell 5% stake
negative," Amazon's potential entry into the free music streaming market sent shockwaves through the industry, with shares of Amazon NASDAQ AMZN and Spotify NYSE:SPOT sliding in early trading. According to a report by Billboard, Amazon has entered into discussions to launch a free, ad-supported music service, which could become available"
negative,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today ."
negative,Pound in pain as cuts push UK to print cash
negative,"Only across-the-board profit-taking can bring Nifty down: Sanjay Dutt, Quantum Securities"
negative,Usha Martin Q4 loss at Rs 9.68 crore
negative,Mustard seed futures fall on hopes of good crop in growing regions
negative,"GAIL net profit falls 23 per cent on low tariff, high LNG import price"
negative,"Wealthy investors exit stocks, get debt for safety"
negative,Hotel Leela Venture fails to pay quarterly interest on LIC loan; stock falls 6%
negative,Advise avoidance of both private and PSU banks: Saurabh Mukherjea
negative,Indian Hotels Company Q1 net loss widens to Rs 34.82 cr
negative,"Fall in iron ore prices, weak China data spoil party in metals"
negative,Risk reward in Infosys unfavourable at current levels: Nomura
negative," Myer, Australia's largest department store chain, announced it will stop selling Apple products due to weak demand and unprofitable sales. The decision applies to all 16 stores carrying Apple items, both online and offline. Apple's iPhone has faced declining demand globally, particularly in China due to the US-China trade"
negative,"European shares pause for breath, BoI sinks"
negative,"Investors should avoid power sector till the Lok Sabha elections: G Chokkalingam, Equinomics"
negative,Sell CESC Ltd with a target of Rs 587: Ashwani Gujral
negative,United Spirits Q3 net declines 19% at Rs 65 cr
negative,Twitter shares fall below IPO price
negative,Shree Renuka Sugars has had a lot of bad luck:  Jagdish Malkani
negative,NMCE asks members dealing with NSEL defaulters to be alert
negative,Mahindra & Mahindra slumps 3.3% after block deals
negative,Sugar costlier by up to Rs 2 per kg on import duty hike
negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .
negative,London copper slips to new six-year low
negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
negative,"Stress in Indusind stock: Harendra Kumar, Elara Capital"
negative,Refined soya oil futures weaken as demand decline
negative,"CCI smells cartelisation in guar trade, orders probe"
negative,"Telecom, power, oil sectors most vulnerable to policy risks: Study"
negative,"CBI raids NSEL offices; Financial Tech, MCX tank: Is the rally in these two stocks over?"
negative,Underweight on banking stocks: Manish Kumar
negative,"Turkey stocks tumble 6%, lira hits record low amid political uncertainty"
negative,Mentha oil falls 0.58 per cent on profit-booking
negative,Be cautious on amount of stock you buy into BEML: Devang Visaria
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 ."
negative,Nifty slips in red after making a record high; top 20 intraday trading ideas
negative,Fall in global commodity prices remain an overhang on Indian metal sector: Nitin Raheja
negative,Sell Bharti Airtel Ltd with target price of Rs 289: Prakash Gaba
negative,"Sustained Call writing at strike price 8,300 on Nifty50 keeping bulls at bay"
negative,"Gur falls on sluggish demand, adequate supply"
negative,Subscription sales decreased slightly .
negative,Cautious on two-wheeler space: David Pezarkar
negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
negative,"As oil slides fast to near 7-year low, crude options stay calm"
negative,"In a reversal for Qualcomm, a German court dismissed its patent lawsuit against Apple, stating that the patent in question was not violated. Qualcomm plans to appeal after winning a separate case in Munich in December that enabled it to enforce a ban on older iPhone sales. Apple is also facing a ban on some iPhones in China and"
negative,Volatility would continue in the market: Fayeza Hafizee
negative,ICICI Bank shares fall nearly 2 per cent post earnings
negative,"Sensex sinking to 20K: Blame the US, not China and RBI"
negative," LG Display reported stronger profits in Q4 due to increased sales of high-end wearable screens, but warned of weaker panel prices in 2019 amid global economic uncertainty and U.S.-China trade tensions. Operating profit for the quarter was 279 billion won, an increase from 44 billion"
negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .
negative,"Hong Kong shares end down, losses limited by better-than-expected China data"
negative,Sell Bank of Baroda with target price of Rs 500: Ashwani Gujral
negative,"Taiwan stocks down, tracking global markets"
negative,Refined soya oil futures weaken on low spot demand
negative,ACC Q2 net dips 79 pc to Rs 86.31 cr
negative,KPIT Technologies Ltd falls 8% on earnings
negative,Uninor narrows operating loss to Rs 107 cr in Apr-Jun quarter
negative,European shares dip after ECB rally; eyes on US payrolls
negative,"Nikkei posts biggest drop in 3 weeks, downing of Malaysia jet hits mood"
negative,Crude palm oil futures soften by 0.16 per cent on sluggish demand
negative,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories ."
negative,US stocks: Wall Street ends down following UPS outlook
negative,Cairn India falls on Vedanta deal delay
negative,BHEL falls; HSBC downgrades to 'reduce'
negative,"Gold falls from 2-month high, physical buying lags"
negative,Select base metals drop on global cues
negative,Speculators cut Brent long holding for third week
negative,Videocon Telecom Q2 operating loss narrows to Rs 47 crore
negative,Most South East Asia stocks down ahead of US jobs data; Singapore worst performer
negative,"Govt disallows ads on mobile, Internet for tobacco companies; ITC slips over 1%"
negative," US stock futures declined on Friday as disappointing holiday sales and revenue cuts from various companies raised concerns about a potential recession. The S&P 500, Dow Jones Industrial Average, and Nasdaq 100 fell, with the Fed's possible policy pause and optimistic trade talks failing to offset these negative factors."
negative,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ ??"
negative,KEC International Q3 net profit down 35% to Rs 19.15 crore
negative,"ICRA places SMILE Microfinance on ratings watch, cites management control dispute"
negative,Gold futures plunge over 2 per cent on global cues; low spot demand
negative,Sell PNB with target price of Rs 490 : Ashwani Gujral
negative,Dr Reddy Laboratories slips nearly 3% post Q2 results; net profit down 16.8% YoY
negative,"At Wipro, growth remains a mirage"
negative,"Precious metals tumble on dollar; investors monitor China, Fed"
negative,China yuan slips as PBOC signals range-bound trading
negative,Pre-market: Nifty seen opening lower; RBI policy eyed
negative,MF investors may face service tax whammy
negative,Forecasters see rupee weakening to 59.5 by March 2014
negative,Euro-dollar trades sideways amid lack of interest in pair
negative,South Korean stocks end up; won firmer on exporter demand
negative,Downtrend in Mundra Port not over yet: Ashwani Gujral
negative,Trent Q2 Net down 27 per cent at Rs 11.43 crore
negative,Apollo Tyres scrip down over 2% on profit-booking
negative,HUL shares down over 3% post Q4 earnings
negative,"Rupee, bonds continue to fall; foreign fund flows key"
negative,Sebi prohibits Almondz Securities for six months
negative,"Japanese stocks, US bond yields fall on growth concerns"
negative,Exporters worry as rupee breaks free; further strengthening could spook exporters
negative,PTC India Fin plunges on disappointing Q4 results; ends 19% down
negative,GlaxoSmithKline Pharmaceuticals Q1 net dips 43% to Rs 96.5 crore
negative,ACC net profit down 7% in April-June
negative,"Marginally bearish on Nifty, sell a 6400 strike call: Mitesh Thacker"
negative,"Many real estate, infra stocks have gone up for no reason; trade cautiously: Mehraboon Irani"
negative,"Global, not internal factors, weighing on rupee; 64.5 unlikely, say experts"
negative,Cyient cracks on reports PE firm Carlyle may offload 10% stake
negative,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 ."
negative,Yen slips to 7-year low vs dollar; euro hits 2-year low
negative,Don't see strong growth in Lupin earnings in coming quarters: Deven Choksey
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
negative,IOB Q4 net profit declines at Rs 58.60 crore
negative,Telecom space not prudent for long-term investors: ICICI Prudential AMC
negative,"North America puts its drilling projects on hold, guar slips"
negative,Caution advised for Tata Elxsi at current levels: Sudip Bandyopadhyay
negative,Biocon shares fall as June-quarter earnings disappoint
negative,Nickel futures down on subdued domestic demand
negative,Hyundai Motor shares slide to lowest in over 4 years after US fine
negative,Gulf mixed; Dubai falls as money flows into Amlak
negative,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ."
negative,Why Biocon's deal with Pfizer failed?
negative,"Top five reasons Sensex fell below 27,500"
negative,"Sectors, stocks that are likely to be impacted due to euro fall"
negative,Pistachio prices fall on sluggish demand
negative,Sun Pharma declines 1.7 per cent on getting warning letter from  US Food and Drug Administration
negative,Sistema shares moved to discretionary auction after 20% fall: Moscow Exchange
negative,Select edible oils remain weak on stockists selling
negative,EGoM could be slightly negative for telecom sector: Prashasta Seth
negative,Zinc succumbs to profit-booking; softens 0.18 per cent
negative,Commodities brace for more woe ahead of US Federal rate decision
negative,Bearish on Great Offshore: Ashwani Gujral
negative,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
negative,Commexes turnover in first fortnight of Nov dip by 65 per cent
negative,Unitech Q1 dips by 53 pc to Rs 45.88 crore; no dividend for FY'12
negative,"Confused on Budget, Sensex ends 72 points down"
negative,GMR Infra posts Q3 net loss of Rs 22.25 cr; stock up
negative,"HDFC Bank Q4 disappoints, posts net profit of 2,327 crore"
negative,Gold declines before Fed meeting as Ukraine crisis assessed
negative,IiAS tells Maruti's institutional holders to oppose Suzukis's proposed Gujarat plant
negative," Apple addressed a FaceTime privacy issue by rolling out software updates and contributing to the education of the teenager who discovered the bug, Grant Thompson from Tucson, Arizona. The bug allowed users to hear audio from people before they answered a video call. Apple formally credited Thompson and Daven Morris from Texas in its update release notes. The company conducted"
negative,Emami drops after AMRI hospital fire incident
negative,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .
negative,Apple's momentum 'meltdown' bites investors
negative,"Spike in government bond yield temporary, may soften soon: P Chidambaram"
negative,Nifty's market cap way behind global indices
negative,AirAsia India trebled quarterly losses in July-September over previous year
negative,El Nino may not be saviour for depressed rubber market: Industry sources
negative,US crude hits five-year low on market rout
negative,"Swiss franc hits three week low versus euro, talk of SNB intervention swirls"
negative,"The total headcount reduction will be 50 persons , the company said ."
negative,AGC Networks Q1 net down 47.18 pc at Rs 5.73 cr
negative,Three reasons Sensex fell from mount 30K to end 213 points down
negative,"World stocks down on weak data, Wall Street dive"
negative,Metals likely to underperform on the upside: Ashwani Gujral
negative,Gokaldas faces resistance of 175-180: Siddh Capital
negative,TBZ Q3 net dips 23pc to Rs 19.07 crore
negative,Share price of ITC Ltd crashes by over 6%
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
negative,Hikal Q4 net down 66.8 per cent at Rs 3.07 crore
negative,AstraZeneca Pharma plunges 9% as board defers delisting offer
negative,Sanofi India shares tank over 10% on price control order
negative,Action against shell companies: Trading stops in around 300 stocks after Sebi cracks the whip
negative,Emerging currencies slide as stocks decline
negative,Andhra Bank net profit down 36% as provisions doubles
negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ."
negative,Pfizer Q1 net profit dips 3% at Rs 46 crore
negative,Unitech Q2 net profit down 48% at Rs 25.57 crore
negative,"Patni fundamentally very weak: Girish Pai, Centrum Broking"
negative,Over 5.6% stake in Dish TV pledged
negative,DLF: Reviewing $8.4 million penalty slapped by SEBI
negative,OBC tanks over 5% as December quarter PAT falls 91%
negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
negative,"Avoid PSU oil & gas space altogether: Mehraboon Irani, Nirmal Bang Securities"
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 ."
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .
negative,Hong Kong shares end at 2-month low amid policy uncertainty
negative,Bleak quarter seen for India Incs earnings growth amid low demand
negative,Sahara chief Subrata Roy should be punished for contempt: SEBI to Supreme Court
negative,Henkel India's Q4 loss widens to Rs 18.33
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 ."
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
negative,"SREI Infra is a sell: Ashwani Gujral, Market Strategist"
negative,Piramal Enterprises Q4 net loss at Rs 311 crore
negative,Moser Baer Q2 standalone loss at Rs 131.75 cr
negative,SSTL Q2 net loss narrows at Rs 400.4 crore
negative,HCL Technologies slips over 1% on weak October-December quarter outlook
negative,Euro flat in Asia after drop on ECB easing plan reports
negative,SpiceJet's Q3 loss widens in battle to stay afloat
negative,"DLF ratings likely to fall post ban, ratings firms to take a call"
negative,White sugar likely to lose premium on global glut
negative,Mahindra Holidays Q2 net profit drops by 35.1 pc
negative,Dollar wobbles vs yen as risk appetite declines
negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 ."
negative,"S.Korea won, shares fall as Fed keeps door open for Sept rate hike"
negative,Uninor suffers Rs 134 crore operating loss in Q1
negative,It is Sensexs third-worst Samvat in a decade
negative,NSE to shift stocks of 47 firms to restricted trading segment
negative,Syndicate Bank Q2 Net declines 33% to Rs 315 crore
negative,"Falling rupee to shave Rs 4,000 crore off Nifty companies in December quarter: Crisil"
negative,Q1 earnings take a toll on Street: Biocon down 8%; Indian Bank slips 8%; PNB 2%
negative,Uflex crashes 13% on reports of bogus sale worth Rs 100 crore
negative,"Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking"
negative,Call for minimum farmgate price for Pusa 1121 rice
negative,Consumption stocks and midcaps the weakest sectors: Ashwani Gujral
negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before ."
negative,Avantha Holdings Ltd to sell 7% in Crompton Greaves
negative,"Hindalco clocks 37% dip in net to Rs 2,456 crore"
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .
negative,"Andhra chilli turns hotter, exports hit"
negative,"Hong Kong shares close down on weak financials, mainland fall"
negative,Nikkei falls to 1-week low as Japan recession spooks market
negative,Base metal futures drop on global cues
negative,Dena Bank net profit tanks 57 per cent as bad loans soar
negative,Den Networks extends fall as CEO resigns; stock down over 9%
negative,Apple's SIM move chips away at Gemalto's share price
negative,Gold futures decline on global cues
negative,"Immediate resistance for Reliance is around 1018, 1048 levels: Mileen Vasudeo, Angel Broking"
negative,Sell ACC Ltd with a stop loss of Rs 1416: Mitesh Thacker
negative,Jaypee Infratech Q1 net profit down 11.71% to Rs 209.94 cr
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 ."
negative," The tech sector experienced a significant decline in the aftermarket following Apple's Q1 revenue warning. Notable suppliers, including Skyworks, Broadcom, Lumentum, Qorvo, and TSMC, saw their stocks drop in response to Apple's downward revision of its revenue expectations for the quarter, previously announced in January."
negative,"Brent steady below $60, heads for 4th weekly decline as oversupply persists"
negative,SSTL Q4 net loss significantly narrows at Rs 445 cr
negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands ."
negative,Flat Nifty OI data hints at trend reversal
negative,Axis Bank slips over 3% as SUUTI plans to offload 9% stake
negative,SELL Exide Industries Ltd with a target of Rs 113: Mitesh Thacker
negative," In a legal dispute, Spotify has agreed to remove all songs from Indian record label Saregama from its streaming app after failing to reach licensing terms. Saregama filed a petition in Delhi High Court seeking an injunction against Spotify. The court document reveals that Spotify's senior counsel stated the removal would occur within "
negative,Brent crude drops below $98; weak demand outweighs geopolitical worries
negative,Greek referendum: Top traders on MCX Net short gold futures
negative,Haitong Securities shares fall 10 per cent after trading resumes
negative,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .
negative,"Guarseed futures decline on mounting stocks, weak export"
negative,"Gold trades near 4-month low before European Central Bank decision, US data"
negative,Short-term uncertainties back; look at pharma stocks as long-term bets: Kunj Bansal
negative,M&M Finance plunges 8.5% as brokers cut target price post Q3 results
negative,Nothing much happening on Nifty: Ashwani Gujral
negative,F&O Tracker: Markets likely to shift to a lower range
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 ."
negative,"Australia shares pare gains on NY Ebola case, financials underpin"
negative,Chilli teja futures down 1.55 per cent on muted spot demand
negative,Dollar under pressure after shake out of crowded bullish positions
negative,"Gold holds below $1,300 on easing Ukraine concerns"
negative,Brent slips below $111 as Libyan PM Abdullah al-Thinni declares oil crisis over
negative,Valuations continue to remain daunting in consumer durable space: Nitin Raheja
negative,"Markets fall for 5th straight session, LIC spotted buying"
negative,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .
negative,What's behind the China's yuan devaluation
negative,"Palm down to 3-month low, tracking other oils as demand doubts hurt"
negative,Better to avoid sugar stocks for now: Gaurang Shah
negative,Paris underperforms flat European stock markets
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
negative,IFCI tanks as Sebi approves government's stake hike to 55.57%
negative,Universal Commodity Exchange suspends trading after just an year
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
negative,"2G auction: Telecom stocks seen correcting, call charges may get higher"
negative,"Cess may impact EPS of Oil India, ONGC, Cairn: Prabhudas Lilladher"
negative,Bharti Airtel slips on bourses; m-cap erodes by Rs 994 crore
negative,Coromandel Intl's Q4 net tanks 82.55 pc to Rs 11.67 cr
negative,Jain Irrigation head lower to 81-82 levels: Ashwani Gujral
negative,Sell Asian Paints Ltd with target price of Rs 450: Mitesh Thacker
negative,Russian rouble slips as support from tax period fades
negative,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea"
negative,10-year bond yield eases tracking fall in global oil prices
negative,"Dollar slips after weak US Sales, job data"
negative,Max India posts Q4 net loss at Rs 13.47 cr
negative,S Korean shares pare losses after dipping to 2-month low; won firmer
negative,"Slower project execution, drop in business verticals to weigh heavy on L&T"
negative,Action ordered against Jindal Power for ignoring norms
negative,Dollar falls to 3-week low vs yen after Fed minutes
negative,It is a disappointment to see the plan folded .
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .
negative,Castor seed futures decline on weak demand
negative,Brent drops below $87 as Fed optimism lifts dollar
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 ."
negative,"Sensex under pressure, Nifty holds 8500; top 20 intraday trading bets"
negative,"India Cement shares weighed down by promoter N Srinivasan travails, inventory"
negative,Mentha oil falls 0.39% on profit-booking
negative,"IT, Pharma under pressure; Infosys, TCS, Sun Pharma take a hit"
negative,"ABB: Fewer orders, rising input costs hurt profits"
negative,Gold declines on poor buying amid global sluggishness
negative,Cardamom futures extend weakness on sluggish demand
negative,Altogether Finnair has canceled over 500 flights because of the strike .
negative,"Sensex rangebound, Nifty below 7800; top fifteen stocks in focus"
negative," In Q4 2018, prominent hedge fund managers sold Chinese tech stocks and major US companies like Apple and Facebook due to economic fears. Jana Partners exited Alibaba and reduced Apple stake by 63%, Berkshire Hathaway shrank Apple stake, Soros Fund Management and Appaloosa Management sold"
negative,Won leads Asia FX losses as Fed seen hawkish
negative,Cardamom prices soften 0.34% on profit-booking
negative,"Hyundai Motors shares slips 10%, lowest in nearly 5 years"
negative,"Basmati prices fall on government's measures, subdued demand"
negative,"Sensex opens below 21,000; Nifty falls below 6,175"
negative,Nickel softens on global cues
negative,"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units ."
negative,London copper near 6-year lows; plunge in miner shares spooks market
negative,"Voltas: Cost overruns, slowing orders dampen prospects"
negative,European shares dip ahead of Germany ZEW
negative,Sell Tata Steel Ltd with target price of Rs 336: Sandeep Wagle
negative,Copper weakens in futures trade on global cues
negative,"Chilli, turmeric prices rise on fresh buying"
negative,Reliance Industries shares end nearly 2 per cent lower post earnings
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .
negative,Canara Bank Q3 net profit drops 42.39% on higher provisioning
negative,"Mid-cap and small cap stocks rally lags, investors told to stay away till poll results announced"
negative,Nickel futures down on subdued spot demand
negative,"Wipros revenue from media, telecom down 3.1%"
negative,CNX IT is out of the sell mode: Mitesh Thacker
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .
negative,Weak Chinese data spooks Asian credit markets
negative,SELL IOC with a target of Rs 178: Sandeep Wagle
negative,Soyabean futures decline on global cues
negative,Bajaj Auto Q4 net declines to Rs 763.93 crore; 500 per cent dividend
negative,Cashew prices decline on subdued demand
negative,"Aluminium trades at lower level on global cues, low spot demand"
negative,Macau casino stocks have further to fall
negative,Higher supply pulls down crude palm oil at futures trade
negative,Bharati Shipyard declared 30% dividend
negative,JBF Industries Q1 net profit falls 60% to Rs 4 crore
negative,Orange weighs on European shares after Jazztel deal
negative,"Hong Kong shares fall to 9-week low, gaming stocks down"
negative,"Credit Suisse downgrades Coal India, says 'it no longer cheaper'"
negative,"Bearish on commodity space: Taher Badshah, Motilal Oswal AMC"
negative,Bond yields fall slightly; liquidity in focus
negative,Opec reduces estimate on oil demand growth
negative,Institutional investors cut their exposure on Ranbaxy stock
negative,Minority shareholders challenge Bombay High Court order on Cadbury India's buyback offer
negative," In this news article, investors' concerns about a slowing Chinese and global economy, amplified by Apple's revenue warning, led to a significant surge in the Japanese yen. The yen reached its biggest one-day rise in 20 months, with gains of over 4% versus the dollar. This trend was driven by automated"
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier ."
negative," The S&P 500 experienced a minor decline, with the Nasdaq Composite suffering greater losses due to a fall in tech stocks, led by Facebook. The Dow Jones Industrial Average saw minimal gains. The NYT reported that federal prosecutors were investigating data deals made by Facebook. Tech sector losses were offset by Apple's"
negative,Mentha oil futures fall over 1% on sluggish demand
negative,Three factors that hit markets; Sensex ends 240 points down
negative,"Masoor, gram prices weaken on sluggish demand"
negative,Rise in subsidy burden may hit ONGC FPO
negative,"Europe shares open lower, Glencore halts slide"
negative,Blue chip stocks trade lower than their highs
negative,Orissa Minerals Development Company shares plunge 5 per cent on delay in bonus issue
negative,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn ."
negative,SKS shares plunge 15 pc to slip below IPO issue price
